From,To ,Capacity,CU (%)
2821186,2821396,17,0.645406226
2801658,2805081,2,0.075930144
2929944,2803924,2,0.075930144
2793517,1230599,2,0.075930144
2814363,2830498,3,0.113895216
2801010,2805173,2,0.075930144
3716034,2814164,3,0.113895216
2813941,2830490,3,0.113895216
2851177,2783432,2,0.075930144
2814089,1230599,11,0.417615793
2814059,2830490,3,0.113895216
2798887,3554498,3,0.113895216
2798933,2805081,3,0.113895216
2813496,1230599,2,0.075930144
2801155,2803593,3,0.113895216
2805264,2801142,2,0.075930144
2813945,1230599,2,0.075930144
2811439,1230599,12,0.455580866
2813939,2830459,2,0.075930144
2803926,2805081,2,0.075930144
2814151,1230599,2,0.075930144
2811414,2830490,3,0.113895216
2804691,2805081,3,0.113895216
2803459,2836093,3,0.113895216
2801078,2805081,2,0.075930144
2799079,2810028,3,0.113895216
2813967,2814154,2,0.075930144
3306271,2811853,25,0.949126803
2799022,2805081,2,0.075930144
2814387,2814164,3,0.113895216
2803908,3554498,3,0.113895216
2814244,1230599,3,0.113895216
2820288,1230599,2,0.075930144
3109006,1230599,2,0.075930144
2803910,2805081,2,0.075930144
2827204,2805081,3,0.113895216
2803924,2817728,27,1.025056948
2819641,2805081,2,0.075930144
2801285,3554498,3,0.113895216
2823111,2810157,6,0.227790433
2923748,2854011,3,0.113895216
2801334,2810073,2,0.075930144
2814373,2811558,2,0.075930144
2810038,2807745,2,0.075930144
2824913,2803593,2,0.075930144
2804312,2800993,3,0.113895216
2783417,1230599,2,0.075930144
2805081,2817728,99,3.758542141
2804049,2817728,4,0.151860289
2805116,2799446,2,0.075930144
2801374,2810073,12,0.455580866
2803805,2800976,2,0.075930144
2813936,2830490,2,0.075930144
2803847,2805081,4,0.151860289
2811672,2811675,2,0.075930144
2806396,2811809,3,0.113895216
2807706,2817728,3,0.113895216
2810073,2810144,33,1.25284738
2799255,1230599,3,0.113895216
2804911,2805173,2,0.075930144
2832581,2815177,3,0.113895216
2895835,1230599,4,0.151860289
2897054,2819478,2,0.075930144
2836093,2810157,5,0.189825361
3427623,2810144,3,0.113895216
2830490,1230599,60,2.277904328
2900002,2819478,3,0.113895216
2830472,1230599,10,0.379650721
3470387,2830490,3,0.113895216
2854006,2830472,2,0.075930144
2895845,2821321,2,0.075930144
2895843,2895835,2,0.075930144
3188913,2783432,3,0.113895216
2854005,2830472,3,0.113895216
2854613,2823111,3,0.113895216
2830459,1230599,10,0.379650721
2854002,1230599,3,0.113895216
2830498,2830490,10,0.379650721
2834395,1230599,12,0.455580866
2854011,1230599,5,0.189825361
2854004,1230599,3,0.113895216
2783949,2783749,2,0.075930144
2784425,2786519,5,0.189825361
3518075,3295774,3,0.113895216
2786324,892824,2,0.075930144
2784368,2785522,3,0.113895216
2785323,892824,176,6.681852696
2785772,3591460,2,0.075930144
3410999,2791154,2,0.075930144
2813504,3554091,3,0.113895216
3554091,2785135,8,0.303720577
2785964,2786843,3,0.113895216
3612428,892824,2,0.075930144
2787800,2790980,3,0.113895216
2787109,2783028,3,0.113895216
2786017,892824,2,0.075930144
2759321,2785323,9,0.341685649
2787477,2784703,3,0.113895216
3112173,3648697,5,0.189825361
2790802,2790731,2,0.075930144
2759304,2791063,3,0.113895216
2787623,2787472,11,0.417615793
2786040,892824,2,0.075930144
2999385,2784425,2,0.075930144
2790797,2783749,2,0.075930144
2785782,2786454,3,0.113895216
2787104,2785928,6,0.227790433
2800849,892824,2,0.075930144
2786305,892824,2,0.075930144
2784535,892824,2,0.075930144
2781970,2783749,2,0.075930144
2790489,2783775,8,0.303720577
3587138,2785323,5,0.189825361
2787955,2785323,3,0.113895216
2791361,2783028,2,0.075930144
2787071,2786105,6,0.227790433
3543191,892824,2,0.075930144
2787238,3591460,2,0.075930144
2787636,892824,3,0.113895216
2792337,2791025,5,0.189825361
2791924,2783810,3,0.113895216
2781983,2783775,2,0.075930144
2785135,2786177,20,0.759301443
2878748,2790367,3,0.113895216
2792135,2790731,2,0.075930144
2781971,2785323,2,0.075930144
2787243,892824,2,0.075930144
2784510,2785323,2,0.075930144
2791864,892824,6,0.227790433
3059009,2784942,3,0.113895216
2784414,2785504,3,0.113895216
3648697,2785676,33,1.25284738
3223442,2790754,3,0.113895216
2783924,2759321,3,0.113895216
2786521,3648697,2,0.075930144
2790969,2790731,8,0.303720577
2790629,2790731,3,0.113895216
2787501,2785323,33,1.25284738
3572539,2785676,7,0.265755505
2834978,892824,28,1.06302202
2786234,2786674,3,0.113895216
2785595,2785504,2,0.075930144
2785333,2787490,2,0.075930144
3174453,2792041,3,0.113895216
2786839,892824,3,0.113895216
2791348,2791063,2,0.075930144
2791280,2791339,2,0.075930144
2791226,2791306,3,0.113895216
2783777,2785323,2,0.075930144
2786884,2755945,3,0.113895216
3568760,2790731,3,0.113895216
2787684,2787472,6,0.227790433
2786853,2786519,3,0.113895216
3473497,2784942,3,0.113895216
2785862,3648697,3,0.113895216
2784776,2934471,5,0.189825361
2930691,2787558,3,0.113895216
2791225,2783775,3,0.113895216
2787652,2784942,2,0.075930144
2786984,2786177,2,0.075930144
3482239,3591460,3,0.113895216
2786015,892824,3,0.113895216
2790766,2783749,2,0.075930144
2783028,892824,12,0.455580866
2784868,2784703,3,0.113895216
2786519,892824,31,1.176917236
2790958,3339197,6,0.227790433
2786983,2786254,3,0.113895216
2790678,2790367,3,0.113895216
2784399,892824,3,0.113895216
2791242,3102946,3,0.113895216
2791025,2787558,12,0.455580866
2790542,2745950,2,0.075930144
2797831,2759321,2,0.075930144
2786454,2934471,8,0.303720577
2783740,3295774,3,0.113895216
2791146,2790754,3,0.113895216
2787612,892824,2,0.075930144
2790611,2790489,2,0.075930144
2785910,2786023,2,0.075930144
2787454,892824,85,3.227031131
2769024,2784703,2,0.075930144
2852703,892824,2,0.075930144
2786277,2784959,3,0.113895216
2786344,3276015,3,0.113895216
3539279,2750642,2,0.075930144
2787282,3648697,2,0.075930144
2787220,3648697,2,0.075930144
2785597,3276015,2,0.075930144
2786323,2786105,2,0.075930144
2790474,2791025,2,0.075930144
2785560,2834978,3,0.113895216
2790687,2790980,2,0.075930144
2792338,2790754,3,0.113895216
2787490,2785323,29,1.100987092
3522840,2787454,2,0.075930144
2987140,2784703,2,0.075930144
2785504,3276015,17,0.645406226
3692922,2785652,3,0.113895216
2783837,2787454,2,0.075930144
2784659,2786027,3,0.113895216
2790780,2783810,2,0.075930144
2805331,2783810,2,0.075930144
2794401,892824,2,0.075930144
2911185,2787490,3,0.113895216
2986324,892824,3,0.113895216
3722508,3463804,3,0.113895216
3083856,2783775,2,0.075930144
2784974,892824,3,0.113895216
2784600,2786519,2,0.075930144
3402290,892824,2,0.075930144
3681239,3276015,3,0.113895216
2750214,892824,3,0.113895216
2911214,2791022,3,0.113895216
2783717,2787454,3,0.113895216
3056877,2790731,3,0.113895216
2786105,892824,38,1.442672741
2785025,2786254,3,0.113895216
2785347,2787490,3,0.113895216
2786254,892824,46,1.746393318
3256495,2790367,2,0.075930144
2791180,2745950,7,0.265755505
2786395,892824,3,0.113895216
2783771,2783890,3,0.113895216
3683061,2787465,3,0.113895216
3087953,2783810,2,0.075930144
2792261,2790980,3,0.113895216
2783890,2785323,5,0.189825361
2791304,2790489,3,0.113895216
2783984,2783749,3,0.113895216
2755560,2786843,2,0.075930144
2791306,2787558,9,0.341685649
2786845,892824,2,0.075930144
3447662,2784776,2,0.075930144
3409344,2781997,2,0.075930144
2791139,3339197,6,0.227790433
2791350,2790731,3,0.113895216
2790660,2791139,3,0.113895216
2785747,2834978,2,0.075930144
2787925,892824,2,0.075930144
3038918,2791339,2,0.075930144
2784685,2785504,2,0.075930144
2784865,2785504,2,0.075930144
2784925,3591460,2,0.075930144
2784704,2934471,6,0.227790433
2784975,2786755,3,0.113895216
2787209,892824,5,0.189825361
2785129,2784942,2,0.075930144
2797820,2934471,3,0.113895216
2783828,2787647,2,0.075930144
2786924,892824,2,0.075930144
2786375,892824,3,0.113895216
3463804,2786674,6,0.227790433
2787055,2785504,3,0.113895216
2783775,2787454,69,2.619589977
3486003,2785928,2,0.075930144
2787158,3554091,2,0.075930144
3542125,892824,6,0.227790433
2786674,892824,12,0.455580866
3276015,892824,31,1.176917236
2785002,892824,2,0.075930144
2787546,2934471,2,0.075930144
2784911,2934471,4,0.151860289
3573711,892824,136,5.16324981
2784937,2834978,3,0.113895216
2781963,2787490,2,0.075930144
2785043,2785135,2,0.075930144
2791941,2790503,3,0.113895216
2790458,2791339,2,0.075930144
3451818,3542125,3,0.113895216
2784713,2787209,3,0.113895216
2792266,2792041,2,0.075930144
2786673,892824,3,0.113895216
2786316,2786519,2,0.075930144
2790635,2790367,9,0.341685649
3502260,2785323,3,0.113895216
2787901,892824,3,0.113895216
2787595,2787454,3,0.113895216
2785778,2785514,3,0.113895216
2745950,2790980,16,0.607441154
2911342,2783749,3,0.113895216
3536453,2783749,3,0.113895216
3102946,2783810,6,0.227790433
2792076,2790980,2,0.075930144
2750731,3648697,3,0.113895216
2783880,2787684,3,0.113895216
2752707,2934471,3,0.113895216
2787040,3572539,2,0.075930144
2785678,892824,2,0.075930144
3339197,2783810,24,0.911161731
2787912,892824,3,0.113895216
2784397,892824,2,0.075930144
2783753,3573711,5,0.189825361
2790934,2791239,3,0.113895216
3591460,2786105,13,0.493545938
2783917,2784703,3,0.113895216
2769037,2790757,3,0.113895216
2787779,2790958,3,0.113895216
2790980,2787501,31,1.176917236
2783874,2783753,2,0.075930144
3048470,2787490,3,0.113895216
2787465,892824,5,0.189825361
2786019,892824,2,0.075930144
2786450,2783028,2,0.075930144
2790681,3339197,2,0.075930144
2786268,2934471,2,0.075930144
2790619,3584396,2,0.075930144
2784592,2787071,3,0.113895216
2791223,2783810,3,0.113895216
3684377,2787472,3,0.113895216
2784232,2786254,2,0.075930144
2790520,3271389,3,0.113895216
2815226,2785323,2,0.075930144
2783778,892824,2,0.075930144
2785773,3572539,2,0.075930144
2785785,2784942,3,0.113895216
3584396,2787623,5,0.189825361
2783749,2785323,75,2.84738041
2790367,3044228,22,0.835231587
3687656,2786105,2,0.075930144
2785928,892824,18,0.683371298
2784976,892824,3,0.113895216
2787466,892824,3,0.113895216
2787547,2783028,2,0.075930144
3583732,2783749,3,0.113895216
2786794,2791864,3,0.113895216
2791224,2790503,3,0.113895216
2750885,892824,2,0.075930144
2786027,2785135,7,0.265755505
2769039,2783810,2,0.075930144
3556189,2786254,6,0.227790433
2784514,2786519,3,0.113895216
2787956,2787454,2,0.075930144
2783730,2785323,2,0.075930144
2787647,2783775,4,0.151860289
2784714,2786105,2,0.075930144
2815220,2783749,2,0.075930144
3638921,2786105,2,0.075930144
2787945,2786519,2,0.075930144
2790767,2791180,2,0.075930144
2783967,2785116,2,0.075930144
2787484,2785323,3,0.113895216
2878650,2791339,3,0.113895216
2787653,2784703,3,0.113895216
3556194,2783810,3,0.113895216
2790601,2783810,2,0.075930144
2790754,2783810,12,0.455580866
3733465,2786105,2,0.075930144
2784703,2786254,20,0.759301443
2785341,2784703,2,0.075930144
2785502,2786454,3,0.113895216
2785514,892824,6,0.227790433
2755945,892824,8,0.303720577
3134651,2745950,3,0.113895216
2785111,2786519,3,0.113895216
3687323,2786105,2,0.075930144
2786023,2786843,4,0.151860289
2785522,2786519,5,0.189825361
2790503,2783810,9,0.341685649
2791296,2790969,3,0.113895216
2791063,2787490,11,0.417615793
2790731,2783749,32,1.214882308
2790749,2791306,3,0.113895216
2783810,3573711,100,3.796507213
3309658,3591460,2,0.075930144
2783760,2783749,2,0.075930144
2792004,2790635,3,0.113895216
2784686,3112173,2,0.075930144
2784782,2785928,3,0.113895216
2785566,892824,2,0.075930144
2789800,2792337,2,0.075930144
3433641,3480561,3,0.113895216
2790916,3339197,2,0.075930144
2783737,892824,2,0.075930144
2750531,2834978,2,0.075930144
2787203,2786519,2,0.075930144
2783715,2783749,3,0.113895216
2790547,2790731,3,0.113895216
2790575,2790367,3,0.113895216
2781977,2787454,2,0.075930144
2791314,2791025,3,0.113895216
2986427,892824,3,0.113895216
2787552,892824,3,0.113895216
2787128,892824,3,0.113895216
2786211,892824,2,0.075930144
3212520,892824,2,0.075930144
2793929,2759321,2,0.075930144
2785652,2786254,6,0.227790433
3295774,892824,9,0.341685649
3480561,892824,5,0.189825361
2791068,2790635,3,0.113895216
2781997,2783749,8,0.303720577
2786176,2934471,3,0.113895216
2784942,892824,21,0.797266515
2787558,3573711,29,1.100987092
2836643,2786254,3,0.113895216
3195606,2786105,3,0.113895216
2790893,2787623,3,0.113895216
2791339,2783775,11,0.417615793
3239319,2786027,2,0.075930144
3056876,2787490,2,0.075930144
3724632,2783921,2,0.075930144
2792020,2791180,3,0.113895216
2790615,2783749,2,0.075930144
2792301,2783810,2,0.075930144
2786466,2784942,2,0.075930144
2790445,2790980,2,0.075930144
2791239,3339197,6,0.227790433
3044228,2783775,24,0.911161731
2783844,892824,3,0.113895216
3766655,2755945,2,0.075930144
2790649,2791063,3,0.113895216
2791137,2745950,2,0.075930144
2750642,3556189,4,0.151860289
3636713,2786105,2,0.075930144
2789000,2784911,2,0.075930144
2791100,2790731,2,0.075930144
2783921,892824,5,0.189825361
2792041,2783775,8,0.303720577
2791915,2783810,3,0.113895216
2786587,892824,3,0.113895216
2790757,2783810,9,0.341685649
2785116,2784704,4,0.151860289
2790889,2790757,3,0.113895216
2784919,2785504,2,0.075930144
2784959,892824,5,0.189825361
2791022,2783810,6,0.227790433
3642190,2787558,3,0.113895216
2787777,2781997,3,0.113895216
2786843,2834978,12,0.455580866
2785331,3587138,3,0.113895216
3473725,3648697,2,0.075930144
2785676,892824,41,1.556567957
2787472,892824,23,0.873196659
3796169,3648697,3,0.113895216
2784536,3648697,3,0.113895216
2786177,892824,25,0.949126803
2787573,892824,2,0.075930144
2791154,2783810,4,0.151860289
2785122,3276015,3,0.113895216
2786755,2785928,5,0.189825361
2791251,2783810,3,0.113895216
3271389,2783775,5,0.189825361
3395847,2834978,3,0.113895216
3551403,2784942,3,0.113895216
2783889,2783749,3,0.113895216
3291806,2787104,3,0.113895216
2784098,3648697,2,0.075930144
2934471,892824,38,1.442672741
2783112,2790969,3,0.113895216
2785272,892824,2,0.075930144
3066606,3648697,3,0.113895216
2784051,892824,3,0.113895216
2932166,2786519,2,0.075930144
2806266,1154464,2,0.075930144
2801363,2801355,3,0.113895216
2805168,1154464,3,0.113895216
2801011,2800494,2,0.075930144
3771462,1154464,3,0.113895216
3792064,2803882,3,0.113895216
2803511,2803849,2,0.075930144
2803518,1154464,2,0.075930144
2801350,1154464,8,0.303720577
2801548,1154464,3,0.113895216
2801231,1154464,3,0.113895216
2805250,2805064,2,0.075930144
2798886,1154464,3,0.113895216
2803778,2803882,3,0.113895216
2804219,1154464,2,0.075930144
2801353,1154464,7,0.265755505
2801324,2801476,3,0.113895216
2801494,2801617,3,0.113895216
2798965,1154464,2,0.075930144
2801219,1154464,3,0.113895216
3043369,1154464,3,0.113895216
2801114,1154464,5,0.189825361
2805243,2805146,2,0.075930144
2799304,1154464,2,0.075930144
2804265,2803573,3,0.113895216
2801520,1154464,3,0.113895216
2805110,1154464,2,0.075930144
2799111,1154464,13,0.493545938
2801461,1154464,2,0.075930144
2805064,1154464,6,0.227790433
2804888,2801476,3,0.113895216
2805156,1154464,2,0.075930144
2798926,1154464,3,0.113895216
2805311,1154464,2,0.075930144
2800920,1154464,3,0.113895216
2801360,1154464,2,0.075930144
2800493,1154464,2,0.075930144
2804090,1154464,3,0.113895216
2801460,1154464,3,0.113895216
2801355,1154464,6,0.227790433
2800486,2803803,2,0.075930144
2803849,1154464,39,1.480637813
2799341,1154464,3,0.113895216
2799183,1154464,2,0.075930144
2804988,2801187,2,0.075930144
2801617,1154464,5,0.189825361
2803656,1154464,2,0.075930144
2805261,1154464,3,0.113895216
2805256,1154464,3,0.113895216
2803481,1154464,3,0.113895216
2801588,2803803,3,0.113895216
2798940,2800494,3,0.113895216
2801712,1154464,3,0.113895216
2801075,1154464,2,0.075930144
2799130,2801476,2,0.075930144
2819930,2801476,6,0.227790433
2801626,1154464,2,0.075930144
2804927,2799049,3,0.113895216
3817850,2803573,3,0.113895216
2799154,1154464,3,0.113895216
2798928,1154464,2,0.075930144
2803873,1154464,4,0.151860289
2800951,1154464,3,0.113895216
2799270,1154464,3,0.113895216
2804132,1154464,2,0.075930144
2801320,1154464,2,0.075930144
2798954,1154464,3,0.113895216
2799256,1154464,2,0.075930144
2799049,1154464,17,0.645406226
2801562,2800494,3,0.113895216
2801571,1154464,3,0.113895216
2805117,1154464,3,0.113895216
2799192,1154464,3,0.113895216
2804117,1154464,3,0.113895216
2803732,1154464,5,0.189825361
2803966,2803849,3,0.113895216
2805154,1154464,3,0.113895216
2803829,2803873,2,0.075930144
2801092,2800494,2,0.075930144
2804065,1154464,3,0.113895216
3159158,1154464,3,0.113895216
2804255,2799049,2,0.075930144
2804118,1154464,3,0.113895216
2803819,2803803,3,0.113895216
2801021,1154464,2,0.075930144
2803913,1154464,3,0.113895216
2800935,2805112,3,0.113895216
2805056,2801185,3,0.113895216
2805273,1154464,3,0.113895216
2804024,1154464,3,0.113895216
2804006,2799157,2,0.075930144
2794538,2801700,2,0.075930144
2799194,1154464,2,0.075930144
2800965,2799111,9,0.341685649
2804116,1154464,3,0.113895216
2801193,2803849,3,0.113895216
2804692,1154464,2,0.075930144
2801590,2800965,2,0.075930144
2804196,1154464,2,0.075930144
2801103,2801350,2,0.075930144
2799247,1154464,2,0.075930144
2800995,1154464,2,0.075930144
2801187,1154464,13,0.493545938
2804040,1154464,3,0.113895216
2805053,1154464,2,0.075930144
2799008,2803849,2,0.075930144
2804009,1154464,2,0.075930144
2801265,2800965,2,0.075930144
2804954,2803849,2,0.075930144
2804261,1154464,2,0.075930144
2801463,1154464,3,0.113895216
2805139,1154464,2,0.075930144
2803930,1154464,3,0.113895216
2801551,1154464,3,0.113895216
2797592,2801700,2,0.075930144
2801097,2805064,2,0.075930144
2803961,1154464,5,0.189825361
2794524,2798877,3,0.113895216
2801544,1154464,2,0.075930144
2803881,1154464,3,0.113895216
2804880,1154464,2,0.075930144
2804145,1154464,2,0.075930144
2805046,2803849,2,0.075930144
2803526,1154464,3,0.113895216
2804962,1154464,3,0.113895216
2805215,1154464,3,0.113895216
2801700,1154464,6,0.227790433
3350344,1154464,3,0.113895216
2801309,1154464,2,0.075930144
2805112,2803849,5,0.189825361
2799081,1154464,3,0.113895216
2804958,1154464,3,0.113895216
2794568,2801114,3,0.113895216
2803724,1154464,3,0.113895216
2798877,2799049,6,0.227790433
2803771,2799157,2,0.075930144
2801703,1154464,3,0.113895216
2805146,1154464,8,0.303720577
2799395,1154464,3,0.113895216
2799108,1154464,2,0.075930144
3483534,1154464,2,0.075930144
2797702,2819930,3,0.113895216
2799346,2801187,3,0.113895216
2803478,1154464,3,0.113895216
2803892,2803849,2,0.075930144
2805135,1154464,3,0.113895216
2803714,1154464,2,0.075930144
2799136,1154464,3,0.113895216
2803960,1154464,3,0.113895216
2801349,1154464,2,0.075930144
2801624,1154464,3,0.113895216
2800498,2803961,2,0.075930144
2801175,2803732,2,0.075930144
2801185,1154464,5,0.189825361
2804152,1154464,3,0.113895216
2799157,1154464,7,0.265755505
2805083,2800965,3,0.113895216
2803998,1154464,2,0.075930144
2803803,1154464,10,0.379650721
2803600,1154464,2,0.075930144
2803770,1154464,2,0.075930144
2840806,1154464,2,0.075930144
2804181,1154464,2,0.075930144
2799305,1154464,2,0.075930144
2801530,2801187,3,0.113895216
2803395,1154464,2,0.075930144
2805077,1154464,2,0.075930144
2800944,1154464,3,0.113895216
2799311,2803849,2,0.075930144
2799002,1154464,2,0.075930144
2804042,1154464,3,0.113895216
2801557,1154464,3,0.113895216
2809986,2801350,3,0.113895216
2801369,2801187,2,0.075930144
3752126,1154464,2,0.075930144
